ch1,wd1,sen1,att_0,att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,att_21,att_22,att_23,att_24,att_25,att_26,att_27,att_28,att_29,att_30,att_31,att_32,att_33,att_34,att_35,att_36,att_37,att_38,att_39,att_40,att_41,att_42,att_43,att_44,att_45,att_46,att_47,att_48,att_49,att_50,att_51,att_52,att_53,att_54,att_55,att_56,att_57,att_58,att_59,att_60,att_61,att_62,att_63,att_64,att_65,att_66,att_67,att_68,att_69,att_70,att_71,att_72,att_73,att_74,att_75,att_76,att_77,att_78,att_79,att_80,att_81,att_82,att_83,att_84,att_85,att_86,att_87,att_88,att_89,att_90,att_91,att_92,att_93,att_94,att_95,att_96,att_97,att_98,att_99,att_100,att_101,att_102,att_103,att_104,att_105,att_106,att_107,att_108,att_109,att_110,att_111,att_112,cls
2047.0,443.0,13.0,0.009,0.009,0.01,0.004,0.001,0.001,0.001,0.004,0.001,0,0.009,0.018,0,0.005,0,0,0.001,0.002,0.001,0.002,0,0.009,0.002,0.002,0.003,0.002,0.001,0,0.001,0.004,0.001,0,0.015,0.006,0.003,0.003,0.003,0.005,0.002,0.001,0,0,0.021,0,0.001,0,0.001,0.014,0.004,0.004,0.033,0.001,0.001,0.001,0,0.001,0.002,0.002,0.002,0.001,0.004,0,0.001,0.001,0,0,0.001,0.001,0.021,0.016,0.017,0.006,0.015,0.043,0.016,0.022,0.003,0.001,0.002,0.003,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1220.0,267.0,14.0,0.009,0.007,0.011,0.003,0,0.001,0.001,0.003,0,0.001,0.01,0.019,0.001,0.006,0,0.001,0,0,0.001,0.001,0,0.009,0.001,0.001,0.003,0,0.001,0,0.001,0.004,0,0.001,0.018,0.007,0.003,0.003,0.003,0.005,0.003,0.001,0,0,0.025,0.001,0,0.001,0.001,0.016,0.005,0.005,0.039,0.001,0,0,0,0.001,0.002,0.003,0.003,0.001,0.006,0,0.002,0.001,0,0,0.002,0,0.025,0.019,0.02,0.006,0.017,0.052,0.019,0.027,0.003,0.002,0.001,0.004,0.004,0.001,0.002,0,0,0.002,0,0.001,0.001,0,0,0.001,0.001,0.002,0,0.001,0.001,0,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0.001,3
1795.0,440.0,16.0,0.009,0.008,0.011,0,0.001,0.001,0,0.003,0.001,0,0.01,0.019,0,0.005,0,0,0,0,0,0.002,0.002,0.009,0.001,0.002,0.003,0.001,0.001,0,0,0.004,0.001,0,0.017,0.007,0.003,0.004,0.003,0.005,0.002,0.001,0,0,0.023,0.001,0.001,0,0.001,0.016,0.004,0.005,0.037,0.001,0.001,0.001,0,0.001,0.003,0.002,0.003,0.001,0.005,0,0.001,0.001,0,0,0.001,0.001,0.023,0.018,0.019,0.008,0.016,0.049,0.018,0.025,0.003,0.002,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0.001,0,0,0,0,0,0.001,0.001,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0.002,3
976.0,213.0,11.0,0.009,0.01,0.01,0.009,0.002,0.003,0.002,0.005,0.002,0,0.008,0.019,0,0.005,0,0,0.001,0.003,0.002,0.003,0,0.011,0.002,0.002,0.003,0.002,0,0,0.003,0.003,0.001,0,0.014,0.005,0.004,0.003,0.003,0.004,0.001,0,0,0,0.02,0.001,0.001,0,0.001,0.013,0.004,0.004,0.031,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.003,0,0.001,0.001,0,0,0.001,0,0.019,0.015,0.016,0.006,0.014,0.041,0.015,0.021,0.003,0,0.001,0.003,0.002,0,0.001,0,0,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.003,3
1346.0,320.0,17.0,0.009,0.007,0.011,0.003,0,0.001,0.001,0.003,0,0.001,0.01,0.019,0.005,0.007,0,0.001,0,0,0.001,0.001,0,0.009,0.001,0.001,0.003,0,0.001,0,0.001,0.004,0.001,0.001,0.018,0.007,0.003,0.003,0.003,0.005,0.003,0.001,0,0,0.025,0.001,0.001,0.001,0.001,0.016,0.005,0.005,0.04,0.001,0.001,0,0,0.001,0.002,0.003,0.003,0.001,0.006,0,0.001,0.001,0.001,0,0.001,0.001,0.025,0.019,0.02,0.007,0.018,0.053,0.019,0.027,0.003,0.004,0.002,0.004,0.003,0.001,0.001,0,0,0.002,0,0.004,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0.001,3
1112.0,235.0,12.0,0.01,0.008,0.012,0,0.001,0,0,0.004,0,0,0.011,0.021,0.001,0.006,0,0.001,0,0,0,0.002,0.001,0.01,0.001,0.002,0.003,0.001,0.001,0.001,0,0.004,0.001,0.001,0.019,0.007,0.003,0.004,0.003,0.006,0.002,0.001,0.001,0.001,0.026,0.001,0.001,0.001,0.001,0.017,0.005,0.006,0.042,0.001,0,0.003,0,0.002,0.002,0.003,0.003,0.001,0.006,0,0.003,0.001,0,0,0.002,0,0.026,0.02,0.022,0.006,0.019,0.055,0.02,0.028,0.003,0.001,0.003,0.004,0.005,0.001,0.002,0,0,0.002,0,0,0.001,0,0,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,3
1152.0,266.0,16.0,0.01,0.008,0.012,0.003,0.002,0.004,0.001,0.003,0.002,0,0.011,0.02,0.001,0.006,0,0,0,0,0,0.002,0.007,0.009,0.001,0.001,0.004,0.003,0,0,0.001,0.005,0.001,0.001,0.019,0.007,0.003,0.004,0.004,0.005,0.002,0.001,0,0.001,0.026,0.001,0,0.002,0.001,0.018,0.005,0.005,0.041,0,0,0.001,0,0.001,0.003,0.003,0.003,0.001,0.006,0,0.01,0.001,0,0,0.007,0.001,0.025,0.02,0.021,0.016,0.018,0.054,0.02,0.028,0.004,0.001,0.001,0.005,0.013,0.007,0.008,0.002,0.001,0.003,0.004,0.002,0.001,0,0,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,3
1671.0,395.0,15.0,0.013,0.011,0.015,0.001,0.001,0,0,0.005,0.001,0.001,0.014,0.027,0,0.008,0,0.001,0,0.001,0,0.003,0,0.013,0.002,0.002,0.004,0.001,0.001,0,0,0.005,0.001,0.001,0.024,0.009,0.004,0.005,0.004,0.007,0.003,0.002,0,0,0.033,0.001,0.001,0.001,0.001,0.021,0.006,0.007,0.052,0.001,0.001,0.001,0,0.002,0.003,0.003,0.004,0.001,0.007,0,0.003,0.001,0,0,0.002,0.001,0.033,0.025,0.027,0.009,0.023,0.069,0.025,0.036,0.004,0.001,0.002,0.005,0.004,0.001,0.002,0,0,0.002,0.001,0.001,0,0,0,0.001,0.001,0.002,0.001,0.001,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,4
1043.0,252.0,15.0,0.01,0.009,0.012,0.003,0.001,0.001,0.001,0.004,0.001,0,0.01,0.02,0.001,0.006,0,0,0.001,0.001,0.001,0.002,0.001,0.01,0.001,0.002,0.003,0.002,0.001,0,0.001,0.004,0.001,0,0.018,0.007,0.003,0.004,0.003,0.005,0.002,0.001,0,0,0.025,0.001,0.001,0,0.001,0.016,0.005,0.005,0.039,0.001,0,0,0,0.001,0.002,0.003,0.003,0.001,0.005,0,0.001,0.001,0,0,0,0.001,0.024,0.019,0.02,0.007,0.017,0.051,0.019,0.026,0.003,0.001,0.001,0.004,0.002,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0,0,0.001,0.001,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,3
1271.0,311.0,14.0,0.009,0.006,0.01,0.003,0.001,0.001,0.001,0.003,0.001,0,0.009,0.017,0.001,0.005,0,0.001,0,0,0.001,0.001,0.002,0.008,0.001,0.001,0.003,0.001,0.003,0,0.001,0.004,0,0,0.017,0.006,0.002,0.003,0.003,0.005,0.006,0.001,0,0,0.023,0,0,0,0.001,0.015,0.004,0.005,0.036,0,0,0,0,0.001,0.002,0.002,0.003,0.001,0.005,0,0.002,0.001,0,0,0.001,0,0.023,0.017,0.019,0.009,0.016,0.048,0.017,0.024,0.003,0,0.002,0.004,0.003,0.002,0.002,0.001,0,0,0.001,0.002,0.001,0,0,0.001,0.001,0.002,0.001,0.001,0.001,0,0,0.005,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,3
519.0,112.0,6.0,0.002,0.005,0.002,0,0.011,0.025,0.001,0,0.009,0.006,0.001,0.004,0.005,0.001,0,0.002,0.001,0.001,0.001,0.001,0.035,0.001,0.002,0.001,0.005,0.012,0.001,0,0,0.002,0.001,0.001,0.002,0.002,0,0.002,0.007,0,0.001,0.001,0,0,0.005,0,0,0.013,0.001,0.011,0,0,0.003,0,0,0.001,0,0,0.002,0,0,0,0,0,0.061,0.001,0,0.001,0.041,0.001,0.001,0.002,0.002,0.047,0.002,0.003,0.001,0.001,0.005,0.002,0,0.003,0.086,0.041,0.047,0.008,0.004,0.022,0.016,0.006,0.006,0.001,0.001,0.003,0.003,0.006,0.001,0,0.002,0.001,0.002,0.001,0.001,0.003,0.001,0,0.001,0.001,0,0,0,0.001,0,0.001,0.001,4
119.0,29.0,1.0,0.002,0,0.001,0.022,0.019,0.047,0.004,0.005,0.015,0.011,0.001,0.004,0.002,0.002,0.001,0.004,0,0.005,0.004,0.002,0.073,0.007,0.001,0.002,0.009,0.022,0.001,0,0.006,0.004,0,0.001,0.001,0.002,0.004,0.002,0.012,0.001,0,0.001,0,0.001,0.004,0.001,0.001,0.026,0.004,0.018,0.002,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.007,0,0,0,0.002,0.001,0.131,0.002,0.001,0.002,0.09,0.001,0.002,0,0.001,0.097,0,0.003,0.002,0.002,0.009,0.012,0,0.007,0.181,0.083,0.098,0.02,0.01,0.044,0.032,0.001,0.005,0,0,0.002,0.003,0.006,0.002,0.002,0.001,0.001,0,0.002,0,0.004,0,0,0,0.001,0,0,0,0,0,0,0.004,1
793.0,181.0,8.0,0.001,0.005,0.001,0,0.01,0.022,0.001,0,0.007,0.006,0.001,0.006,0.028,0.008,0,0.003,0.001,0.001,0.001,0.001,0.031,0,0.001,0.001,0.005,0.011,0,0,0,0.003,0.001,0.001,0.001,0.002,0,0.002,0.006,0,0,0.001,0,0,0.003,0,0,0.012,0.004,0.009,0,0,0.001,0.001,0.002,0,0.001,0,0.005,0.001,0.001,0.001,0.001,0,0.064,0.001,0.001,0.001,0.041,0,0,0.001,0.001,0.041,0.001,0.001,0,0,0.004,0.027,0,0.004,0.078,0.034,0.04,0.01,0.005,0.018,0.014,0.028,0.002,0.003,0.002,0.003,0.002,0.001,0.001,0.001,0.001,0,0.002,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,3
994.0,210.0,6.0,0.002,0.006,0.001,0.004,0.007,0.013,0.001,0.001,0.005,0.004,0.001,0.004,0.001,0.002,0.001,0.004,0.001,0.001,0.001,0.001,0.018,0.001,0.001,0.001,0.003,0.007,0,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.007,0.002,0.006,0.001,0.001,0.002,0.001,0.003,0.003,0.001,0.001,0.006,0.001,0.001,0,0.001,0.001,0.032,0.001,0,0.001,0.026,0.002,0.001,0.001,0.001,0.024,0.001,0.002,0,0.001,0.003,0.005,0.001,0.003,0.043,0.02,0.023,0.009,0.005,0.011,0.008,0.002,0.009,0.004,0.002,0.004,0.002,0.006,0.002,0.003,0.003,0.001,0.005,0.001,0,0.003,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,4
1191.0,239.0,12.0,0.002,0.006,0.002,0.009,0.007,0.013,0.002,0.002,0.005,0.004,0.001,0.005,0.003,0.001,0,0.001,0.001,0.003,0.002,0.002,0.016,0.003,0.002,0.001,0.003,0.007,0,0,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0,0.001,0,0,0,0.003,0,0.001,0.006,0.001,0.005,0,0,0.002,0,0,0.001,0,0,0.001,0,0,0,0.001,0,0.027,0,0,0.001,0.018,0,0.001,0.001,0.001,0.021,0.001,0.001,0,0.001,0.002,0,0,0.001,0.038,0.019,0.021,0.004,0.002,0.01,0.008,0.003,0.003,0.001,0,0.002,0.001,0.003,0,0,0.001,0,0.001,0,0,0.003,0,0,0,0,0,0,0,0.001,0,0,0,4
521.0,119.0,5.0,0.003,0.009,0.002,0.007,0.014,0.03,0.002,0.002,0.011,0.007,0.001,0.006,0.007,0.001,0,0.002,0.002,0.003,0.002,0.002,0.04,0.003,0.002,0.001,0.006,0.015,0.001,0,0.003,0.002,0.001,0.002,0.001,0.002,0.001,0.002,0.008,0,0.001,0,0,0,0.005,0,0,0.015,0.002,0.012,0,0,0.002,0.001,0.002,0.001,0.001,0,0.003,0,0,0,0.001,0,0.07,0.001,0.001,0.001,0.047,0.001,0,0.002,0.001,0.054,0.001,0.001,0,0,0.005,0.002,0,0.004,0.097,0.046,0.053,0.01,0.005,0.025,0.019,0.007,0.005,0.001,0.001,0.003,0.002,0.006,0.001,0.001,0.002,0.001,0.002,0,0.001,0.005,0,0,0,0,0,0,0,0.001,0,0,0.003,2
445.0,101.0,5.0,0.002,0.007,0.002,0.006,0.01,0.02,0.002,0.002,0.007,0.005,0.001,0.005,0.002,0.001,0,0.003,0.001,0.002,0.002,0.002,0.026,0.002,0.002,0.001,0.004,0.011,0,0,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.006,0,0,0.001,0,0,0.003,0.001,0,0.01,0.002,0.008,0,0,0.002,0,0,0.001,0,0,0.004,0,0,0,0.001,0,0.047,0.001,0,0.001,0.034,0.001,0.001,0.001,0.001,0.035,0.001,0.002,0,0.001,0.004,0.003,0,0.003,0.064,0.03,0.035,0.009,0.005,0.016,0.013,0.002,0.003,0.001,0.001,0.001,0,0.001,0.002,0.002,0.001,0,0.002,0,0,0.004,0,0,0,0,0,0,0,0.001,0,0,0.001,2
205.0,46.0,3.0,0.001,0.003,0,0.001,0.001,0.003,0.002,0.001,0.003,0.001,0,0.03,0.266,0.059,0,0.001,0,0.001,0.001,0.001,0.005,0,0.001,0.001,0.003,0.001,0,0,0.001,0.003,0.001,0.001,0,0.001,0,0,0.006,0,0.001,0,0,0,0.001,0,0,0.003,0.014,0.001,0.001,0,0.001,0,0,0,0.001,0,0,0,0,0,0.001,0,0.079,0,0.001,0,0.007,0.008,0,0,0,0.002,0,0.001,0.001,0.001,0.004,0.198,0,0.003,0.013,0.011,0.007,0.008,0.004,0.008,0.007,0.259,0.006,0.012,0.009,0.012,0.013,0,0.006,0.006,0.003,0.001,0.005,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0,1
361.0,82.0,4.0,0.002,0.009,0.001,0.009,0.017,0.034,0.003,0.002,0.012,0.008,0,0.004,0.008,0,0.001,0.001,0.002,0.003,0.003,0.002,0.044,0.002,0.003,0.001,0.006,0.017,0.001,0,0.003,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.009,0.001,0.002,0,0,0.001,0.002,0,0,0.017,0.001,0.011,0.001,0.001,0.003,0.001,0.002,0.002,0.001,0.001,0.001,0,0,0,0.002,0,0.077,0.001,0.001,0.001,0.05,0.002,0.003,0.001,0.002,0.058,0.001,0.005,0.003,0.003,0.005,0.001,0.001,0.003,0.108,0.051,0.058,0.009,0.005,0.028,0.021,0.009,0.012,0.003,0.002,0.005,0.004,0.01,0,0.001,0.003,0.001,0.005,0,0.001,0.006,0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.008,2
767.0,170.0,6.0,0.003,0.01,0.002,0.014,0.008,0.015,0.003,0.003,0.006,0.005,0.001,0.007,0.004,0.001,0.001,0.005,0.002,0.004,0.003,0.003,0.017,0.004,0.002,0.002,0.004,0.009,0,0.001,0.004,0.004,0.001,0.002,0.001,0.001,0.002,0.002,0.005,0.001,0,0,0.001,0.001,0.002,0.001,0.001,0.007,0.003,0.005,0.001,0,0.001,0,0,0.002,0,0,0.007,0,0,0,0.002,0,0.028,0.001,0.001,0.001,0.026,0.003,0,0.001,0,0.022,0,0,0,0,0.004,0,0.001,0.004,0.04,0.019,0.021,0.011,0.006,0.011,0.009,0.003,0.014,0.005,0.002,0.006,0.004,0.01,0.003,0.004,0.004,0.001,0.007,0.001,0,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,4
1087.0,243.0,11.0,0,0.003,0,0.011,0.013,0.031,0.002,0.002,0.01,0.007,0,0.002,0.027,0.008,0.001,0.004,0,0.002,0.001,0.001,0.048,0.004,0.001,0.001,0.006,0.015,0,0,0.003,0.003,0,0.001,0,0.002,0.002,0.002,0.008,0.001,0,0.001,0,0,0.003,0,0.001,0.018,0.005,0.012,0.001,0,0,0.001,0.001,0,0.001,0,0.006,0,0,0,0.001,0,0.095,0.001,0.001,0.002,0.062,0.001,0.001,0.001,0,0.064,0,0.001,0.001,0.001,0.006,0.029,0,0.005,0.12,0.053,0.063,0.014,0.008,0.028,0.021,0.027,0.001,0.003,0.001,0.002,0.001,0,0.002,0.002,0,0,0.002,0.001,0,0.003,0,0,0,0,0,0,0,0,0,0,0,4
491.0,115.0,7.0,0.001,0.005,0,0.003,0.01,0.022,0,0.001,0.008,0.006,0,0.001,0.003,0.002,0,0.005,0.001,0,0,0,0.032,0.001,0.001,0,0.005,0.012,0,0.001,0.001,0.004,0.001,0.002,0,0.001,0.001,0.002,0.007,0,0.001,0.001,0.001,0.001,0.002,0.001,0,0.012,0.004,0.008,0,0,0.001,0,0.001,0.002,0.001,0,0.008,0,0,0,0.001,0,0.059,0.001,0,0.002,0.046,0.002,0.001,0,0.001,0.043,0,0.002,0.001,0.001,0.005,0.009,0.001,0.005,0.08,0.037,0.043,0.014,0.008,0.019,0.015,0.004,0.012,0.005,0.002,0.005,0.003,0.008,0.003,0.004,0.004,0.001,0.007,0.001,0,0.003,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,2
190.0,45.0,1.0,0.002,0.009,0,0.004,0,0.001,0.001,0.001,0.001,0.002,0,0.005,0.038,0.01,0.001,0.019,0.001,0.001,0.001,0.001,0.002,0.001,0,0.001,0.003,0.004,0.001,0,0.001,0.016,0,0.004,0,0.002,0.001,0.003,0.004,0,0.002,0,0,0,0.001,0.003,0,0,0.011,0,0.003,0.001,0.001,0,0,0,0.001,0.001,0.031,0.001,0.001,0.001,0,0,0.009,0,0.001,0,0.036,0.015,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.005,0.034,0,0.014,0.002,0.005,0.004,0.033,0.02,0.003,0.001,0.048,0.088,0.032,0.015,0.038,0.027,0.067,0.013,0.017,0.027,0.002,0.043,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.001,2
266.0,67.0,2.0,0.003,0.008,0.001,0.001,0.002,0.003,0,0,0.002,0.004,0.001,0.002,0.008,0.001,0.001,0.016,0.001,0,0,0.001,0.004,0.001,0.002,0.001,0.003,0.005,0.011,0,0,0.015,0.001,0.006,0.002,0.002,0,0.004,0.005,0.001,0.023,0.001,0,0.001,0.003,0.006,0,0.002,0.008,0.003,0.003,0.001,0.004,0.001,0.003,0.001,0.001,0.001,0.027,0,0,0,0.003,0,0.005,0.001,0,0.001,0.035,0.013,0.002,0.002,0.002,0.006,0.002,0.005,0.002,0.002,0.006,0,0.001,0.013,0.009,0.003,0.005,0.03,0.017,0.001,0.002,0.001,0.073,0.025,0.011,0.029,0.02,0.054,0.012,0.016,0.022,0.002,0.036,0.032,0,0.002,0,0.001,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.002,2
798.0,178.0,8.0,0.001,0.007,0,0.001,0,0,0,0,0.001,0.002,0,0,0.005,0,0,0.017,0,0,0,0.001,0,0,0,0.001,0.002,0.003,0.001,0.001,0,0.014,0.001,0.003,0,0.001,0,0.002,0.004,0,0.002,0,0.001,0.002,0.001,0.003,0,0,0.008,0,0.003,0.001,0.001,0,0.001,0.004,0.001,0.001,0.027,0.001,0.001,0.001,0,0,0.001,0,0.001,0.001,0.032,0.014,0,0,0,0,0,0.001,0,0.001,0.005,0.001,0.001,0.012,0.001,0.002,0.001,0.031,0.018,0.001,0,0.004,0.077,0.026,0.012,0.031,0.022,0.058,0.012,0.016,0.024,0.004,0.038,0.002,0.001,0,0,0.002,0.002,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0,2
758.0,168.0,4.0,0.002,0.011,0,0.002,0.001,0,0,0,0.002,0.004,0,0,0.012,0,0.002,0.025,0.001,0.001,0,0.001,0,0,0,0.001,0.004,0.005,0.002,0.001,0,0.022,0.001,0.005,0,0.003,0,0.004,0.007,0,0.002,0.001,0.001,0.001,0,0.004,0,0,0.012,0,0.004,0.001,0,0.002,0.005,0.003,0.002,0.001,0.042,0,0,0,0.001,0,0.003,0.002,0,0,0.048,0.022,0,0,0,0,0,0,0,0,0.008,0.002,0.001,0.019,0.002,0.002,0.001,0.046,0.027,0.002,0.001,0.002,0.118,0.039,0.018,0.047,0.033,0.089,0.019,0.024,0.036,0.002,0.058,0.005,0.001,0,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,3
509.0,120.0,6.0,0.001,0.007,0.001,0.003,0.001,0.001,0.001,0.001,0,0.002,0,0.001,0.007,0.003,0,0.021,0,0.001,0.001,0,0.001,0.001,0.001,0,0.003,0.003,0.001,0,0.001,0.018,0,0.004,0,0.002,0,0.003,0.005,0,0.002,0.001,0,0,0.001,0.003,0.001,0,0.011,0,0.003,0.001,0.001,0.001,0.002,0,0.002,0,0.035,0.001,0.002,0.001,0.001,0.001,0.002,0,0.001,0,0.041,0.017,0.001,0,0,0,0,0.001,0,0.001,0.006,0.011,0,0.016,0,0.003,0.001,0.038,0.022,0.002,0,0.018,0.098,0.033,0.015,0.04,0.028,0.074,0.015,0.02,0.03,0.002,0.048,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.001,3
441.0,103.0,4.0,0,0.003,0,0.001,0,0.001,0,0,0.001,0.001,0,0.001,0.003,0,0,0.009,0,0,0,0,0.001,0.001,0,0,0.001,0.002,0.001,0,0,0.007,0,0.001,0,0.001,0,0.001,0.002,0,0,0.001,0,0,0,0.001,0,0,0.004,0,0.001,0,0,0.001,0.002,0.001,0.001,0.001,0.014,0,0,0,0,0,0.002,0.001,0,0,0.018,0.007,0,0,0,0.002,0,0,0,0,0.003,0,0,0.006,0.003,0.001,0.001,0.016,0.009,0,0.001,0.001,0.04,0.013,0.006,0.016,0.011,0.03,0.006,0.008,0.012,0.001,0.02,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,3
604.0,138.0,7.0,0.002,0.011,0,0.002,0.001,0.002,0,0,0.001,0.003,0,0.001,0.008,0.001,0.001,0.029,0.001,0,0,0.001,0.004,0,0,0.001,0.003,0.004,0.002,0.001,0,0.025,0.001,0.005,0.001,0.003,0,0.004,0.007,0.001,0.003,0,0.001,0.001,0.001,0.005,0.001,0.001,0.014,0.001,0.004,0.001,0.001,0,0.001,0.003,0.002,0,0.048,0.001,0.002,0.001,0,0.001,0.008,0,0.002,0,0.052,0.025,0.001,0.001,0.001,0.005,0.001,0.002,0.001,0.001,0.009,0.002,0.001,0.021,0.01,0.007,0.006,0.052,0.031,0.004,0.001,0.008,0.137,0.045,0.021,0.055,0.038,0.103,0.022,0.028,0.042,0.002,0.067,0.005,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,2
531.0,116.0,4.0,0.001,0.008,0,0.001,0.001,0.003,0,0,0,0.002,0,0.001,0.015,0.005,0.001,0.021,0,0,0,0,0.003,0.001,0,0,0.003,0.003,0.001,0.001,0,0.018,0,0.004,0,0.002,0,0.003,0.004,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.011,0.001,0.003,0.001,0.001,0.001,0.002,0.002,0.002,0,0.035,0.001,0.002,0.001,0,0.001,0,0,0.001,0,0.038,0.017,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.006,0.017,0.001,0.016,0.007,0.006,0.005,0.038,0.022,0.004,0.002,0.026,0.101,0.034,0.016,0.042,0.029,0.076,0.015,0.02,0.031,0.002,0.049,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.002,2
431.0,95.0,7.0,0.001,0.008,0,0.003,0,0.001,0.001,0.001,0.001,0.003,0,0.001,0.006,0.001,0.001,0.022,0,0.001,0.001,0,0.002,0.001,0,0,0.003,0.004,0.001,0,0.001,0.019,0.001,0.004,0,0.002,0,0.003,0.006,0,0.003,0,0,0.001,0,0.003,0,0.001,0.011,0.001,0.003,0.001,0,0,0.001,0.001,0,0.001,0.036,0.001,0.001,0.001,0,0,0.003,0.001,0.001,0.001,0.045,0.018,0,0,0,0.003,0,0,0,0,0.007,0.003,0,0.017,0.004,0,0.002,0.041,0.024,0,0.001,0.006,0.102,0.034,0.015,0.041,0.028,0.076,0.016,0.021,0.031,0.003,0.05,0.002,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0,0,0,2
284.0,60.0,3.0,0.001,0.008,0,0.002,0.001,0.001,0,0,0.002,0.003,0,0.001,0.009,0,0,0.02,0,0,0,0,0.003,0.001,0,0,0.003,0.005,0,0,0.001,0.017,0,0.004,0,0.002,0,0.003,0.006,0,0.003,0,0,0,0,0.003,0,0.001,0.01,0.001,0.003,0.001,0,0,0.001,0,0.001,0,0.033,0.001,0.001,0.001,0,0,0.003,0,0.001,0,0.042,0.017,0,0,0,0.004,0,0,0,0,0.007,0,0,0.015,0.006,0.001,0.003,0.038,0.022,0,0.002,0.002,0.094,0.031,0.014,0.038,0.026,0.071,0.015,0.019,0.029,0.002,0.047,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1
572.0,142.0,7.0,0.002,0.009,0,0.004,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0,0.002,0.002,0.001,0.026,0,0.001,0.001,0,0,0.001,0,0,0.004,0.004,0,0,0.001,0.023,0.001,0.005,0.001,0.003,0,0.004,0.006,0,0.006,0,0,0,0.001,0.004,0,0,0.013,0.001,0.004,0.001,0.002,0,0,0,0.001,0.001,0.043,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0,0.05,0.022,0.001,0.001,0.001,0,0.001,0.003,0.001,0.001,0.008,0.006,0,0.02,0.001,0.003,0.001,0.048,0.028,0.002,0,0.012,0.122,0.041,0.019,0.049,0.034,0.091,0.019,0.025,0.037,0.003,0.06,0,0.001,0.001,0,0.001,0,0,0,0,0,0.001,0,0,0.001,2
