essay_id	essay_set	essay	domain1_score
3107	2	Two of the many privaleges that we have as @CAPS1 are freedom of speech and freedom of expression. Although some bodies of work @MONTH1 be percieved as offensive or inappropriate, I believe that they should still be available to the public. Some might agree with the topic being expressed, even if it is offensive or inappropriate, and others @MONTH1 not; but they should not be removed from libraries because of their negativity.     These offensive or harsh pieces of literature could even be used to show the public what is considered rude, offensive, or inappropriate, and should be thought of as learning tools instead of being banned. Every person has a right to an opinion, and others @MONTH1 or @MONTH1 not agree with what that person has to say, but it does not change the fact that they have the right to their beliefs.     Katherine Paterson says, 'All of us can think of a book that we hope none of our children or any other children have taken off the self'. I myself have read literature that is considered offensive, but as disturbing as the literature was, I am glad that I was educated on what people thought was acceptable behavior so that I know, and can teach others that despite what the book said, we now know that it was describing how people should not be living.     I believe that it would be a grave mistake to remove these materials from the public eye, because many are ingorant to the historical beliefs of others that have affected our nation and other countries across the globe. All of these books are educational, though some are harsh, and they should be used to show what is right and wrong. If they are taken off of shelves in the libraries then people, especially children could start to think that a certain idea, that @MONTH1 be incorrect or offensive, is completely appropriate and acceptable. As someone once said, '@CAPS2 who do not know their history are bound to repeat it'.     By removing the problem, we would be creating another issue. For example, many books have been written over history that convey hatred and discrimination towards other cultures, ethnicities, religions, and lifestyles. If @CAPS2 works of literature were banned and not available to the public, many people would not know that it is wrong to show hatred towards others just because they are different than you. This type of literature provides usefull information: it allows people to see how a large amount of people thought life should have been years ago, and they taught the people of @DATE1 that it actually was how people should not be living.	3
3108	2	Libraries are known as places where a person can go to find material on almost any topic they could want to learn about, whether that material is a book, movie, or magazine. Anyone can use the library, and it is a valuable resource to many people. So why do some libraries insist on removing some of those valuable materials from their shelves?     In past years, censorship in libraries has been the focus of many news reports. In almost all cases, library patrons have been angry that certain materials have been deemed unsuitable to be offered at the library. I have to say that I agree with them. People have a right to choose what books they want to read, what movies they want to watch, and what music they want to listen to. People have opinions; people disagree. What one person loves, another person could hate. But just because one person dislikes or is offended by a material on a library shelf does not mean that the opportunity to use that material should be denied to all other patrons. I feel that if a resource is checked out by just one individual, and that one individual is able to learn from or enjoy the resource, then the library has achieved its purpose and helped the community by offering that material.      In conclusion, censorship in libraries is limiting and wrong. It creates barriers for those who want to learn and it takes away people's freedom to make decisions for themselves. Everyone should be able to decide whether to pick up a library material, and censorship makes that impossible	3
3109	2	Katherine Paterson stated this quote, ' All of us can think of a book that we hope none of our children or any other children have taken off the shelf,' @CAPS1 I agree . I feel that some of the books we have in our @ORGANIZATION1 libraries today just shouldn't be there. Offensive books, music, movies, and magazines can give  students and young children the wrong impact on life or their envoirment around them.     Now days, what children see is sometime what they do, so if books, music, movies, and magazines give them the idea that what they say or do is cool, then kids will most likely do it. @CAPS2 observation when i look at kids  in @CAPS2 community playing  is that they follow one another . When their playing tag and hide an go seek , So movies, books , music, and magazines play a big part on the way they behave.     @CAPS2 own experience with offensive books would be, there are books that are made by @PERSON3. In these books they use curel language, use wonmen bodyparts as symbols and many more rude things. @CAPS2 little sister came across one of these books, when she ask me about it was hard for me to explain to her that this was no book for a child her age to be reading, So the best way for me to put it was that it was an adult book. For her to get any images out of her head that I felt she shound't have.     Another experience I've saw was with @CAPS2 little cousin @PERSON2. He was looking at a magazine out of @ORGANIZATION1 library. The magazine was offensive to wonmen. It was a play boy bunny magazine. Now I don't know if you ever heard of these magazine , but I think it is very wrong that they use wonmen bodys for men to view . I also feel that  those type of magazines should not be in a @ORGANIZATION1 library. I believe it gives children, mainly  young men the wrong thoughts about wonmen.     @CAPS2 overall thoughts on censorship in libraries, is that not eveyone is going to feel the same way I do . There are parents that allow their children to read, listen , and watch whatever they want. I'm here to say i don't feel that is the way to go about things , because it can influence your children to do inappropriate things . I hope you take with you, @CAPS2 personal experience with you and help you children read , listen , and watch age appropriate books , music , moives , and magazines	3
3110	2	Do I think that certain materials such asd books, music, movies,magazines,etc., should be removed froom libraries, no, because people might need to know a certain information, certain lessons are taught in different sources, all sources are liabilities.     Now, you just @MONTH1 need certain information, and in those sources there are an unnumbered amount of lessons to learn. For example if were to go in a library an need a book on religion I would need a book or movie to teech me on that particular subject, or even sex I would need a magazine or move to watch to know new information.     There are different lessons taght in different aspects. For example some people learn by example, movies, music, and magzines. I it were to be me lokking for a source on music theory I might need one of those things to get what i need.     Finally, those things are liabillities. Don't get me wrong like we need them on a daily bases, but in a sense we sort of do. We use search engines for everything, everyday. so what do you think.     In conclusion i believe we need those sources because, someone @MONTH1 need certain information, there are diffferent lessons learned and taught in different things, a lastly ALL sources are liabillities	3
3111	2	The right to remove a book off of a shelf is not good thing to do. My view on the subject is that, if this begins there will only empty shelfs in librarys across the country. Once the removing of books start there will be hardly any left.     We use books everyday, for students we use them to learn and for a entertainment during someclasses. Books help us learn things, like new words we've never heard of before, or some major point in history we should know about. Even as adults some of them like to read in there free time.     I think its wrong to remove a book off of the shelf, just because a few or a bunch of people think its inaproprate. If it is the librarys should have section for those books that dont let the little kids go in that section. their is a problem for this idea, what books should go into this section of the library? A way to solve that question would be to elect a nation wide library service to set it up and have people vote on which books to to remove or put into a speacial section in the librarys across the nation. This idea goes the same for everything found at a library.     Another soulution to this matter is that, the librarys across the nation have another labeling system like the dewey decimal system but use both. this new system could contain information like reviews from crtics about the book, or what happend during the book. This would inform the reader more on what he is about to engrossed in for the next week or so.     The books, music, magazines found in librarys should be left their for a reason. Sombody wrote, or composed for a reason. so people like you and me can enjoy good stories in books and read informing magazines ad listen to good music	3
3112	2	Libraries should never remove any material just because it @MONTH1 be found offensive.  Something that is offensive to one person @MONTH1 not be to another.  If the material was so offensive that it went against the law, then it probably wouldn't have been published in the first place.       People often get offended if they read, see, or listen to something that goes against their personal views, ethics, or religion.  But people need to learn to understand that other people think differently and have different values.  Though peoples' opinions differ, each opinion is equally important to that certain person.     So many media sources today are censored that it is essential to keep a place where people can freely obtain material and express opinions.  As a student I often have a hard time finding meaningful literature in the school library because it is so censored.  I am not complaining about this because I understand that schools have to be careful of what they are exposing students to.  But if I am looking for something maybe more religious, derogoratory, or less accepted, it is nice to have a public library where I can find these things.       In closing, if people are offended by something on the shelves of a library then they shouldn't read, watch, or listen to it.  But do not censor everything so that people who do enjoy these materials can no longer easily access them	3
3113	2	I dont believe books should be takin off of the shelves for being offensive. Some books that are found offensive by one person might not offend another. People @MONTH1 have the right to say that a book is offensive if that is how they feel, but they do not have the right to deny others the right to read that book. I understand that parents want to protect children. Parents should talk to their children and explain to them why they dont want them reading that specific book. Parents might also just let their children read it and explain why they don't approve.      I feel the same way about the censorship of music and movies. When I was twelve years old i started to listen to music that I enjoyed instead of the music my mother played. My mother was concerned about the lyrical content of the songs i would listen to. She refused to buy me the music and would not let me listen to it. I went to my friends houses and listed to explicit music and watched rated @CAPS1 movies. She could never really stop me because that explicit language was being said wherever I went.     I think instead of trying to deny teenagers the music the parents should explain why and let them make the decision. I think censorship should be left up to the parents of that child. Sometimes when parents try to pull their kids closer they actually push them away. That's why I think it's so important for the parent and the child to always talk and be comfortable	3
3115	2	There are many people that think certain books, music, movies, and magazines are offensive and should be taken off the shelves at libraries. If you had to do a project on a subject that was offensive to certain people and there was no information on it wouldn't you be a little upset? If you found somethings that are offensive interesting you should be able to go to your local library and read a book about it, and if you like to listen to offensive kind of music then you should be able to just turn the radio on and listen to it and not have to worry about those kinds of things getting removed.       Some people are assigned projects for either their job or for school work. If the subject of your project was offensive to a certain race or person you would want there to be books or any other kind of information on the shelf at your local library so you could work on it. If all of the offensive books got removed from the shelves at libraries then nobody could be getting there work done.     Some people find some offensive subjects interesting. For example, if someone found the @PERSON1 interesting they @MONTH1 want to just do some research to learn more about it. If the books and magazines all disappeared from the shelves about this subject then those people would not be able to learn more about those kinds of subjects.     There are a lot of people that think most of the music that you hear on the radio today is offensive. If they got rid of all of that kind of music then there would probably not be a lot of music left to listen to, and a lot of people would be very mad. Also, if they got rid of all of those types of music then the writers of those songs would not be able to make any money and would be out of a job.      I think that the people who think these kinds of things are offensive should just stay away from these things and stop complaining. All of the people who do not take these things offensively will be glad that they are not removings books, magazines, music, etc. I hope you take into consideration not removing these types of things from libraries and anywhere else	4
3116	2	I think that if there are books, music @CAPS1, movies, or magazines that we should have a right to take it off the shelf if its offensive. The reason why I think this is, because I have a baby girl who I don't want to see that kind of stuff. I don't want her listening or watching movies or reading anything offensive or vulgar.           I know this is a free country and everyone has the right to have their own opinions. The libraries are paid by tax payers dollars and if we take the offensive to vuglar movies, books, music and magazines then they should come off the shelf.  Kids can read or see or listen the these vulgar things an think its ok or cool to say or do these things.     They can see bad pictures, nudity, drugs and violence. They can see the different types of drugs and learn about them. For example pictures of weed, cocaine or pills are in books. The kids can look at this stuff and see violence. For example they can see pictures of  men hitting women or kids killing kids and this sets a bad example.     We live in a world where people are influenced by the things they read, watch, and listen to. It is important that people are aware of what their children are seeing. The library is a place where many people go to learn. It is important that only people are allowed to see material that is appropriate for them	3
3117	2	Going into a  @CAPS1 everyone has there own opinons as to what they should see on the shelfs, and what should be put out on the shelfs for everyone to see including children of all ages. Some people @MONTH1 agree that there should only be thnigs that is age appropiate for everyone, others disagree.           In my opinion when im looking at this topic, i think that there should be books for everyone to read no matter what the age group, but there should also be a kid section. If parents are so concernced about what types of books their children might see at a library then they could just put them in the children section to view those. There is no reason in the world that there should not be able to be a variety types of books out.          When it comes to looking at magazines, movies, and music i still have the same opinion to a certain aspect. There should be able to be all types of music out on the shelfs, because its not like people can listen to it by looking at the @CAPS2. But my opinion on the magazines, and movies could vary. There is a certain extant for movies, and magazines. I think they should all be aloud on the shelfs, minus any pornography.           The reason i think like this is because, kids should not have that big of an affect on what they place on the shelfs at a library. Parents just need to be responsible and look for what their children are looking at , and pay attention to them. But when it does come to the pornography that should not be exposed in a public place such as a library. There is some where to draw the line, in any situation and thats where i think it should be drawn at a library.	3
11975	5	The mood of the memoir from home: the blueprint of our lives is a grateful @ORGANIZATION1.Narciso tells the story about the way he grew up in @LOCATION1 raised by his Cuban parents. Narciso is very grateful that his parents had taught him to cook and introduced him to Cuban music which he loves. Narciso is @CAPS1 grateful for having parents who have given him much love and sacrifice. Narciso also admires his parents for their persaverence and strength. He has thanked them so many times but he can't show them how truly grateful he is of them. Throughout the memoir Narciso talks about his gratefulness which he sets the mood of grateful.	4
11977	5	The mood that the author has in the memoir is greatful because she keeps talking about her parents and how they gave up their lives in Cuba for her	1
11978	5	In the memoir, the author creates a specific mood to help the reader better relate to his life's story. The mood of this memoir is cozy in the beginning as he describes what his house was like and his own definition of family. As the memoir continues, the mood shifts to how grateful the author feels toward his parents. He describes how their selfless acts of leaving Cuba and creating a new life in @LOCATION1, helped create a strong foundation for him to grow up on. He says how his parents left behind their friends, family and jobs in the hope that their children would have a better life. His parents came to @LOCATION1, with no knowledge of the language and having to endure many hardships in finding and keeping jobs. The author says how he can't put his grateful feelings into words but is completely in their debt for taking such a big risk in coming to @LOCATION1. In the memoir, the author creates a specific mood to entice and interest the reader as they read more about his life.	3
11979	5	The author creates many woods in this memoir. Firstly, a mood that the author sets is warmth. Figuretive warmth. For example in paragraph @NUM1, "Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back drop to life in our warm home." which is a perfect description of some thing that makes you feel warm inside.Secondly, another mood the author sets is compassion because he talkes fondly and with compassion for his parents. As stated in paragraph @NUM2, "My parents both had to accept that they might not be able to find the knd of jobs they desurved... The faith that this struggle would lead them and their children to better times drove them to endure these hard times." Which @CAPS1 very compationate and full of emotion.Lastly, a mood I think the author sets is acceptance, because his parent were so willing to take in people that werent always blood related. for example in paragraph @NUM3, "My parents always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us." Which States that they were very welcoming and accepting people.These are the moods the author created in this memoir.	4
11980	5	This @CAPS1 shows a lot of different types of moods that oneper son can have towards friends, family, andyour heritage. Narciso Rodriguez explainsthat family is reallyall you need. Hisparents movedfrom Cuba tothe United States sotheir family, especially their kids, could have a good and successful life. Narciso is very grateful that his parents would put their past behind them and their family just sotheir kids could be better people. Whenhis parents firstmoved here they werestruggling both personally and financially. Whenthey camethey went to aneighborhood where there was mostly Spanish, Cuban, and Italian immigrants. In this memoir, it talks a great deal about family, "Growing upin this environment instilled in me a great sense that 'family' had nothing to do with being a blood relative." With different typesof heritages sitting around their table. they noticed that it was not just about who gave birth to you, and who istheir siblings and soon, but who helped you out through your life. Another type of mood that this memoir portrays isthat you have to be happy with who you areas aperson. "My parents always kept their arms and their door opentothe many people we considered family. Knowing that theywould do the same for us." This memoir's moodis mostly about love and who you will be proud about. They're setting atone that says you shouldn't be discouraged about who you are and where you come from, but to beproud about whoyouare asa person.	4
11981	5	The mood the author created in the memoir was... him or herself expressing what it was like but then when something like that happened to them. Also he was explaining how he was really happy that their parent gave up everything in Cuba just to come be with their children, they Also didnt even know how to speak english when they first moved from cuba. So now pretty much their whole family lives close to eachother so they can all see eachother. Even if the parents can't find the jobs there looking for they were going to do whatever to make their family happy. Now that their family together They can spend the rest of there life happy together	2
11982	5	The mood created by the author. Is that @CAPS1 was talking about is that theres some families that come from every were and so Narciso Rodriguez is prowed of coming from Cuba."My parents always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us. "My mother and father had come to this country with such courage, without any knowlege of the language or the culture. I will always be grateful to my parents for their love and sacrifice. So thats what the mood of Narciso's story was like.	2
11983	5	He gives a mood of friendliness and happy memories. He tries to make the reader feel the happy feelings he felt, so that people would understand how he feels and tried to relate to it. Childhood memories are supposed to give those feelings to the reader.	1
11984	5	The mood Narciso Rodriguez is trying to portray in this memoir is very relaxing and greatful. He wants to be able to show his readers that he is greatful for how his parents raised him and what type of enviornment it was. By reading this memoir one almost feels like they are at his house, surrounded by his friends and family. Narciso Rodriguez is also trying to show happyness, how he was happy with his life and always having friends around him.	2
11985	5	The mood created by the author of the @CAPS1 Home: Blueprints of Our Lives is love. One example of this is in paragraph @NUM1, "Growing up in this environment instilled in me a great sense that "family" had nothing to do with being a blood relative." This quote shows that even though they technically weren't family, they still loved eachother enough to be family. Another example is in paragraph @NUM2 and it says, "They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved." This quote shows that they love eachother more than anything. they are leaving behind and would do anything to give them better lives. Lastly, in paragraph @NUM3 it says, "I will always be grateful to my parents for their love and sacrifice." This quote shows that for his parents loving him, he gives them love. That is the mood in the @CAPS1 Home: Blueprints of Our Lives.	4
11986	5	The author of this memoir gave the memoir a peaceful mood. This memoir focused mainly on friends and family getting together to celebrate. It made it peaceful because the author gives the reader the feeling that their was nothing to worry about. The author never mentioned any negative activity in the memoir. He just explained how he was very thankful for how his parents raised him and the lessons that his parents taught him. He mentioned how thankful he was for his parents since they were willing to sacrafice things in their lives for the benefit of their children. The author made the reader feel like Narciso was protected in the house he lived in because all his neighbors were so united with each other that they were all friendly to each other so there was nothing to worry about. They all cared for each other so they would protect each other if anythin bad were to happen which gives the memoir a peaceful and worryless mood. The author talks about how his house was simple, warm, humble, and full of his memories which is another reason I think the memoir had a peaceful mood. When you read the memoir, you can see how the author only talked about good things and a worryless life which really gives the memoir a peaceful mood. These are some reasons that show how this memoir has a peaceful mood given by the author who wrote it.	4
11987	5	The mood created by the memoir is very explicit. He shows that he loves where he is and he doesn't want to trade it for anything. He loves his neighborhood because for him it's like a "melting pot". There are @CAPS1, cubans and Spanish people living there. In paragraph @NUM1, the author explains how his parents house and doors are open to anyone who needs help getting back on their feet. The author also gives a sad mood at the memoir. In paragraph @NUM2, his parents lived in a one-room apartment hoping that one day, they can afford to live in a three-room apartment. That is the mood the author gives off in the memoir.	2
9001	4	@CAPS2, memories, hard @CAPS1 Ã¢â‚¬ All are reasons why the author conluds the story with this Ã¢â‚¬Å“When They come back, saeng vowed silently to herself in the spring, when the snow melt and the geese return and this hibiscus is buddng, Then I will take	2
9002	4	The author include s the last paragraph to show that she still has hope. it is the last sentence because @CAPS1  fong Ho wants to show that when all seems lost and your at the end of the line you can always hope for the better when spring comes so will a new beginning not only saeng's plant but also for her life in a different country.	2
9003	4	The author of Winter Hibiscus"chose to end the story with that paragraph to reenforce the theme of the story and conclude with a hopeful tone. The theme of the story is adjusting to new circumstances and making the best out of each change. ""Saeng vowed silently to herself"" tells the audience that Saeng is making an effort to fit in and find the good in her new life. The hopeful tone that is created is a way to show that Saeng is willing to accept changes in life and wants to do her best to overcome obstacles. She says, "I will take that test again". The test represents the obstacles she will overcome when efforts applied. The hibiscus in the sentence ""...when the snow melts and the geese return and this hibiscus is budding..." @CAPS1 starting over. The budding hibiscus is compared to Saeng with a fresh start and determination to achieve her goals of adjusting to a new lifestyle. The author chose this paragraph to conclude the selection to highlight the theme and symbolize a new start"	2
9004	4	I think the author concludes the story with that statement because the audience can then compare saeng and the hibiscus. After reading that statement, I realized saeng and the hibiscus are alike because they are both going to make it through and come out on top, (Saeng getting her license and the hibiscus bidding) @CAPS1 the author might have ended the story with that statement because it shows that saeng is committed to working toward her goal and won't give up. Saeng  vowed silently to herself, "I will take that test again", Finally I think  the author concluded the story with that statement because it gives the audience the satisfaction of knowing what is going to happen to saeng but leaving a little mystery for the audience to fill in how  they want. For example, I know saeng is going to take the test again and I believe she will pass it, @CAPS2, another person reading it might believe she failed again and had to retake it again."	3
9005	4	The author concludes the story with this paragraph to let the reader compare the girl to the geese and the hibiscus. The geese leave for the. winter and then come back in the spring, however the geese also show how the girl is going to come back and take the drivers test again in the spring. The hibiscus dies off over the winter and starts budding again in the spring, this shows that winter is its weakness. Like the hibiscus the girl overcomes her weakness of not being able to drive by remembering her homeland. The author puts this paragraph at the end of the story so you can see that the girl is like the geese and the hibiscus.	3
9006	4	I think the author concluded the story with that phrase because it shows she will mature. She is saying that she was not ready for all the challenges she was going to face, For example she did not pass her test but instead of crying about it she just said I will take it again next year. In the story she also longed for her homeland, which she truley missed. She coped with this by buying a winter hibiscus to remind her not only of her homeland but also of her grandmother overall the main character showed depth and maturity throughout the piece.	3
9007	4	The author concludes the story the way that she does because it shows Saeng's willingness to adapt to her surroundings, just like the hibiscus. Saeng needs to adapt to her new home in @LOCATION1, and the hibiscus needs to adapt for the upcoming winter. Saeng vows to herself, When the snows melt and the geese return and this hibiscus is budding..." @CAPS1 from this, you can tell that Saeng has hope for both herself and the hibiscus. Initially, Saeng was very reluctant to accept her home. She says of the hibiscus, "it's not like the kind we had before." But she realized that the hibiscus could be a reminder of home as well as reminder to change for her new home. She knew that if the hibiscus could survive the winter, she could survive living somewhere new.  "	2
9008	4	The author concludes this story with the promise Saeng made to herself to take the test again, come springtime, because Saeng is having trouble adapting to her new home, and she won't give up on fitting in after only one failure. Remembering her home and that she will never be able to return are painful thoughts to Saeng and memories of it help her cope with her loss. The hibiscus and other familiar flowers she found comforted her, because they reminded her of home. At springtime when the geese return and the hibiscus starts blooming, Saeng will feel ready again to take the test, the spring represents the chance for another try, and a new beginning.	2
9009	4	The author concludes the story with the last paragraph. The author chose because the sentence informs you Saeng will take the test agin. In paragraph @NUM1 Saeng tell's her mother she faild the test. So by the time spring comes around the hibiscus will start budding and Saeng will retake the test. Also the geese left the home temporally because of snow. So she sort of compares herself to the geese because she missis her home. The geese will return when the time is right, that is what the author concludes in the story's paragraph.	2
9010	4	I believe that the author concluded the story with this paragraph because the plant represent to being determined to survive. In other words, the hibiscus brings Saeng a good luck for her next driving test after winter season uhen the hibiscus is budding. Also, the reason why the author concluded the sentence to show what her plan for the future	1
9011	4	In the story '' Winter Hibiscus,'' the author concludes the story with this paragraph  for many reasons. This paragraph shows that Saeng  will not give up, she  will wait for next time  to come around to take the test. It also means she will be well prepared and will have a list  of  confidence in passing  this test. It gives the reader an idea that Saeng will not give up and she will complete the test. Her mother will be proud of her  for it and it shows Saeng will never give up. Just like when she said let's plant it, right now,'' T his example shows that even though Saeng had failed the the test and disapointed her mother,she will never give up and she still has hope in the plant just like how her mother has hope for Saeng.         "	2
9012	4	The author concludes the story with this paragraph because he is talking about when Saeng vowed silently because she is thinking about what had happen a long time ago with her mom, the plants in her garden. Saeng was thinking about when everything comes back how will it be with the return of Spring, when the snow melts how will things be, the geese retorning and she will take the test again, that is what She was vowed silently to herself about. That is how i thik the author will conclude the story with this paragraph included wit it.	1
17983	7	Have you ever learn spritarnt just one turns in your life. I have let ??? you about it. One day I was at home watching too .all of a sudden I had to use the bathroom really bad. Unfortunately they my momma and my sisters had to go. My momma went first and my sister was going next. My momma didn't take very long but my sister was in there while and I was getting mad but l still was waiting patiently. It was holding it in but I knew eventually I new that it was going to come out eventually, but just waiting. I was doing all I can to get in  the bathroom. I was banging on the door trying to just the back and I wait in the bathroom and handled my business. In conclusion, this is a time that I was patient.	18
17984	7	Patience is a virture. It's something that we all need in life. Without it we can't do anything that patience. People would get boring because they have no patience. Now, here's a time I was patient. After @DATE1, I decided to buy on ipod touch. Since no stores were open, I had only one  other option. Online shopping. I used omazon to get it. I couldn't wait to yet it! Unfortunetly I had to wait like a week to get it. It was boring waiting for it, but I had other things to occupy my mind. When it finally come, I was so happy! I was glad I waited. From the patience, I learned you cant get everything rite away, I learned that people who wait, good things will come to them.Also I was better at waiting for everything. That's how I was patient and have bin better at being patient.	18
17985	7	Over the @DATE2, on the @DATE1 to be exact me and my family want to see fireworks at a local park. It was a time for me and my brother to visit all my friends, we were so excited ?? ?? me than an hour to get there. I was so patient because I knew if l wasn't my mom would not be in a happy mood. "Are wether yet?" my brother mouned. "@CAPS1 my @CAPS2, @PERSON1 we just got in the car." I said my brother has always been important, I of course didn't say a word on the way there and everything he said something the ride felt longer.	14
17986	7	Patience is very important in life. I have been patient many times in days. I'm going to tell you about a time that I was patient and it paid of. It was @DATE1, exactly two mounts before my birthday. I went to my mom and asked her if I could get a phone. She said I was to young, and that she didn't get a phone till she was in college. I told her that everyone else had a cell phone but me, this was partly true. She told me she would about it, and that if I bugged her about it again she wouldn't get me a phone. It was @DATE3 now, just @NUM1 more days till my birthday. I thought about what kind of phone I wanted, I thought about what color case I would get for it. I thought about that phone for weeks. Then the day came, it was @DATE2, my birthday. I woke up in the morning to the smell of pancakes. After we ate we went to my grandma's house, because it was also thanksgiving. After dinner we went back to my house for my birthday supprise. I opened my pressants from aunts, uncles, grandparents, and then the last box. I opend it, it was my phone. I was so excited, I called all my friends on my new phone. That was the best birthday ever. It is a good thing to be patient, because I was patient I got the phone I wanted. Thats why you should always be patient, and wait. By; @PERSON1.	17
17987	7	One day when I was home alone I felt nobody was with me. I was home alone because my uncle was very sick and my and parents went to go visit him. I was very scared and I felt @CAPS1 had left me. So I prayed and prayed but I fell or heard nothing back. So I fell asleep and I heard @CAPS2 voice, he was talking to me! I was running in a field will grass. I saw a man dressed in where dating walking through and, and when he came out of the mud there was no sitting or did anymore on him. I ran up to him and asked man who are you?" he replied and said" little child of @CAPS1 why do you look so lonely? I am your angel one I have come to tell you what your father has said," he talked to me for a long time, and I did not feel scared or lonely anymore, there was one cloud in the sky, he said he had to go but that he was my gurdian angle. After that he rose into the deol. I will never forget him, he is my angle. And that was the time I needed to have patience to hear @CAPS4 voice."	18
17988	7	The time when i was patient was when christmas came aroud. At first i just wanted christmas to get here. But my mom told me I had to just wait and  that it will come soon. So I waited and waited because I really wanted a wii consle and the sims @NUM1. So finally when christmass came i got what i wonna and some. Usually @CAPS1 not that patient but the reason I was is becaused my mom told me that it will come soon. I learned that when you really want something or really want to do something the more patient you are the faster it will come.	15
17989	7	Every day I have this kid sit by me on the bus. He is annoying every day but I listen to him anyway. We usely et a long but we debated about things sometime. He tells out rages story about @CAPS1 and snipers. He's not really my friend but he come one to talk to. I think if I listen and talk to this kid is a god sent mission because he doesn't have many friends.	13
17990	7	Have you ever been patience ? I believe we should be patience .I think patience is something weall need in the futher .You can be patience while at the fair ,in the lunch line ,and when your teaching a dog tricks .I'm going  to talk about patience at fair .You should be patience at the fair .When your in line for rides ,you need to be patience .When your getting tickets or a bradet ,you need to patience .That is one way you need to be patience .Now the lunch line .You need to be patience .We all are going to eat so we should wait .I, have people at me all time ,they didn't have patience .That's another way we should have patience .Now teaching your dog  tricks .@CAPS1 one you need a lot of patience .You can't just expect a dog to know tricks @CAPS1 is working progress .You need to be slow and patience .That is why you need to be patient .You need patience at the fair ,in the lunch line ,and teaching a dog tricks .At the fair you need to be patient .At school you need patience .At home you need patience .That is why patience is important .	11
17991	7	Patience is something that people don't have sometimes. I know I did once. And I 'm gonna tell you about it. It was a bright sunny day. All my family members were outside. My dad making hot dogs and hamburgers in the grill. My mom setting up the table. And me and my sibling playing catch with a football. All of us knew how to throw and catch a football but not my little brother. Considering the fact that all of us were chose to teach my little brother. We tried once, we tried twice, but he just wouldn't get the hang of it. Finally all my sisters got tired of explaining him the object of the game, so they gave up. Me, on the other side said it over and over until he understood it. I myself got tired of telling him over and what to do. But then I thought 'hey give the kid a chance he might just get it 'so I just kept on helping him. "@CAPS1 is ready! Come inside", my mom had called out. "Time for @CAPS1 lets go inside" I said to my little brother. "@CAPS2! Just one last time, I promise I will get it!" he exclaimed. "@CAPS3, but just one time" I responded. Even tho he had been saying that the past few hundred times he'd tried, I thought it wouldn't hurt to do it once more. As I released the ball from hands my brother ran up to it and caught it! After he caught it he shouted "I did it" and I looked at him proudly and said "good job" he ran inside to tell my parents that he finally caught it. I was really alod that I had token the time to help him. I knew he could do it @CAPS2 matter how many times I tried or he tried. I knew he would get it soon. And he did! And that was the time I was patient.	24
17992	7	To me when some one is being patient they are in line or waiting for something and they're being very calm. Where they aren't rushed and are very quiet.	7
14967	6	When the idea of making a mooring mast atop the Empire State Building was thought of, builders did not realize the obstacles that would have to be passed. One obstacle was "nature itself. The winds, on top of the building were constantly shifting due to violent air currents." This means that if a dirigible were to be tied up for loading and unloading, it could be moved around freely in the sky, making it dangerous for passengers to be on or around it. An example of the dangerous winds would be in 1930, the "U.S. Navy dirigible Los Angeles approached the mooring mast but could not get close enough to tie up because of forceful winds. A concern for safety was that "most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable." If something wrong were to happen, there could be great consequences for the heavily populated downtown of @LOCATION2. A third and final obstacle that occurred was "an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or even approach the area." Because of these obstacles, the idea to have dirigibles dock at the top of the Empire State Building seemed impossible, and was never accomplished.	4
14968	6	Now, people know what a ludacris idea it was to have dirigibles dock on top of the Empire State Building; however, in the @DATE1's and @NUM1's people were oblivious to the idea many failures and the obstacles the builders would face. One obstacle that was faced was that most of these dirigibles used hydrogen instead of helium, which is extremely flammable and put the city at risk. Another obstacle was nature, due to the winds on top of the Empire State Building it was hard to bring the dirigibles remotely close to the mast. Yet another obstacle facing the builders of the mast was a law that prohibited airships from flying too low over urban areas like New York City. Overall, the idea could not be projected into a real-life, visual interpretation because of the obstacles faced by the builders of the mast, now people have airplanes and airports to dock the planes - theres no use for the mast on top of the Empire State Building regarding aviation.	3
14969	6	Builders had to face obstacles in attempting to allow dirigibles to dock there. The biggest obstacle is that it is unsafe to have it dangling over the city and thousands of pedestrians. The dirigibles would be held by a single cable tether and that would add a lot of stress on the buildings frame. Another big obstacle they faced was nature. "The winds on top of the building were constantly shifting due to violent air currents." Over @MONEY1 would be needed for this to happen.	2
